Restaurant_links
"https://www.tripadvisor.com//Restaurant_Review-g189541-d10153884-Reviews-Souls-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d13979688-Reviews-Trattoria_SUD-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d12214757-Reviews-Zahida_at_Kellerdirk-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g806262-d1129902-Reviews-Frederiks_Have-Frederiksberg_Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g806262-d1604419-Reviews-Enomania-Frederiksberg_Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d1815506-Reviews-The_Red_Box-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d1945657-Reviews-Geranium-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d10809461-Reviews-Cafe_Komplet-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d9768029-Reviews-The_Olive_Kitchen_Bar-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d865994-Reviews-Restaurant_Gronnegade-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d7686629-Reviews-Pizzeria_Mamemi_Wine_Bar-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d4541300-Reviews-Banana_Joe-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d14109410-Reviews-Trattoria_l_Alba-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d5049441-Reviews-Studio_The_Standard-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d803888-Reviews-Sollerod_Kro-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d1145867-Reviews-Grams_Laekkerier-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g806262-d1129767-Reviews-Mielcke_Hurtigkarl-Frederiksberg_Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d12454509-Reviews-Garden_Restaurant_Bar-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d8374897-Reviews-Feed_Bistro-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d2187950-Reviews-Marv_Ben-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d15804886-Reviews-The_Pescatarian-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d4115482-Reviews-Che_Fe-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d952861-Reviews-Husmann_s_Vinstue-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d9753772-Reviews-BODIL_et_spisested-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d7197010-Reviews-Goomi-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d808246-Reviews-Restaurant_Krebsegaarden-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d811205-Reviews-Kokkeriet-Copenhagen_Zealand.html"""
"https://www.tripadvisor.com//Restaurant_Review-g189541-d14012376-Reviews-Basso_Kobenhavn-Copenhagen_Zealand.html"""
